종목명,현재가,전일비,등락률,액면가,거래량,시가총액,영업이익,PER,ROA,시장
삼성전자,71700,700,-0.97%,100,6394446,4280334,433766,15.24,12.72,KOSPI
LG에너지솔루션,442500,6000,-1.34%,500,132375,1035450,12137,68.06,2.51,KOSPI
SK하이닉스,128000,2100,-1.61%,5000,1854696,931843,68094,-8.12,2.24,KOSPI
삼성바이오로직스,709000,12000,-1.66%,2500,46246,504624,9836,53.86,6.5,KOSPI
POSCO홀딩스,472500,2500,-0.53%,5000,367572,399599,48501,32.27,3.75,KOSPI
현대차,184000,800,-0.43%,5000,160948,389218,98198,4.42,3.26,KOSPI
LG화학,514000,5000,-0.96%,5000,268177,362845,29957,30.89,3.69,KOSPI
기아,84200,300,-0.36%,5000,539464,338521,72331,3.7,7.7,KOSPI
NAVER,205500,0,0.00%,100,303818,333750,13047,39.79,1.99,KOSPI
삼성SDI,463000,12000,-2.53%,5000,233083,318380,18080,15.41,7.27,KOSPI
셀트리온,168000,4900,-2.83%,1000,510946,245957,6472,40.72,9.38,KOSPI
포스코퓨처엠,303500,2500,-0.82%,500,746856,235101,1659,290.71,2.85,KOSPI
카카오,50500,200,0.40%,100,1003596,224470,5803,515.31,4.65,KOSPI
현대모비스,232500,500,-0.21%,5000,40245,217748,20265,6.42,4.65,KOSPI
KB금융,53700,600,-1.10%,5000,449034,216685,56389,4.73,0.61,KOSPI
삼성물산,116100,2300,-1.94%,100,181281,215472,25285,9.47,4.46,KOSPI
신한지주,36750,200,-0.54%,5000,404379,189448,58881,4.26,0.72,KOSPI
LG전자,104900,1100,-1.04%,5000,354960,171667,35510,28.19,3.43,KOSPI
SK이노베이션,141500,1200,-0.84%,5000,180229,142428,39173,-57.29,3.25,KOSPI
삼성생명,69800,500,-0.71%,500,80715,139600,13866,6.55,0.52,KOSPI
LG,82200,1200,-1.44%,5000,101425,129301,19414,12.4,7.65,KOSPI
삼성화재,261500,500,-0.19%,500,59056,123885,16061,7.79,1.4,KOSPI
하나금융지주,41750,550,-1.30%,5000,418393,122059,46903,3.21,0.68,KOSPI
카카오뱅크,25550,450,-1.73%,5000,637875,121824,3532,37.68,0.7,KOSPI
KT&G,90600,0,0.00%,5000,173526,121243,12676,16.97,8.4,KOSPI
한국전력,18790,40,0.21%,5000,1870812,120625,-326552,-0.87,-10.96,KOSPI
삼성에스디에스,155200,7900,5.36%,500,354954,120090,9161,15.1,10.06,KOSPI
SK,160700,2600,-1.59%,200,111889,117630,80047,-15.04,2.2,KOSPI
SK텔레콤,51800,200,-0.38%,100,569400,113356,16121,10.03,3.05,KOSPI
메리츠금융지주,54400,1300,-2.33%,500,334579,113271,22009,5.2,1.88,KOSPI
HMM,15670,660,-4.04%,5000,1493306,107972,99516,3.61,46,KOSPI
HD현대중공업,119900,1900,-1.56%,5000,71514,106439,-2892,-63.31,-2.25,KOSPI
포스코인터내셔널,58900,700,1.20%,5000,646414,103619,9025,13.75,5.2,KOSPI
고려아연,491500,0,0.00%,5000,18385,102766,9192,16.43,7.24,KOSPI
삼성전기,137000,1200,-0.87%,5000,130928,102330,11828,21.62,9.49,KOSPI
크래프톤,205500,4500,-2.14%,100,76174,99385,7516,22.69,8.52,KOSPI
두산에너빌리티,15020,80,0.54%,5000,1684343,96212,11061,-22.45,-1.94,KOSPI
우리금융지주,12700,10,-0.08%,5000,735909,95498,44305,3.17,0.72,KOSPI
기업은행,11700,30,0.26%,5000,649530,93299,37748,3.18,0.67,KOSPI
하이브,210500,1500,-0.71%,500,161352,87678,2369,113.72,1,KOSPI
KT,32900,250,-0.75%,5000,284736,84836,16901,7.16,3.55,KOSPI
대한항공,22400,400,-1.75%,5000,582118,82481,28306,6.13,6.21,KOSPI
S-Oil,70100,100,0.14%,2500,141294,78921,34052,8.04,10.99,KOSPI
아모레퍼시픽,130000,2100,-1.59%,500,90443,76041,2142,55.75,2.17,KOSPI
HD한국조선해양,102000,600,-0.58%,5000,120272,72189,-3556,48,-1.03,KOSPI
SK바이오팜,86800,3600,-3.98%,500,107021,67976,-1311,-81.43,-21.32,KOSPI
에코프로머티,99100,0,0.00%,500,4397999,67613,390,337.07,3.1,KOSPI
삼성중공업,7630,260,-3.30%,1000,4596679,67144,-8544,-32.75,-4.71,KOSPI
SK스퀘어,48050,950,-1.94%,100,184216,66780,1628,-4.18,1.14,KOSPI
현대글로비스,177100,1900,-1.06%,500,22890,66412,17985,5.66,9.16,KOSPI
롯데케미칼,154600,100,-0.06%,5000,42490,66131,-7626,-218.98,0.11,KOSPI
금양,105300,5400,5.41%,500,990266,61127,132,-107.89,-9.75,KOSPI
한화에어로스페이스,120100,1800,-1.48%,5000,155133,60807,3772,8.65,1.16,KOSPI
카카오페이,45200,500,-1.09%,500,74870,60627,-455,134.93,0.79,KOSPI
한미반도체,60800,1100,1.84%,100,706958,59182,1119,33.17,20.86,KOSPI
엔씨소프트,269500,1500,0.56%,500,109197,59166,5590,38.53,9.67,KOSPI
한화솔루션,33800,700,-2.03%,5000,428320,58100,9662,536.51,1.67,KOSPI
LG이노텍,243500,500,0.21%,5000,75941,57629,12718,13.77,11.18,KOSPI
DB손해보험,81300,500,-0.61%,500,123433,57560,13331,4.1,1.53,KOSPI
한국타이어앤테크놀로지,44800,200,-0.44%,500,85290,55496,7058,9.67,5.82,KOSPI
LG생활건강,337500,7000,-2.03%,5000,47201,52711,7111,39.34,3.48,KOSPI
삼성엔지니어링,25750,300,-1.15%,5000,364450,50470,7029,5.71,8.56,KOSPI
SK아이이테크놀로지,69300,900,-1.28%,1000,86780,49409,-523,272.83,-0.89,KOSPI
한화오션,22650,4550,-16.73%,5000,9791894,49122,-16136,-7.05,-15.27,KOSPI
코스모신소재,159000,2700,-1.67%,1000,118889,48735,325,256.87,6.93,KOSPI
HD현대,60900,0,0.00%,1000,90332,48107,33870,10.92,4.41,KOSPI
CJ제일제당,319500,4500,-1.39%,5000,14277,48098,16647,16.1,2.82,KOSPI
넷마블,55500,1200,2.21%,100,183866,47704,-1087,-9.61,-9.05,KOSPI
현대제철,35550,200,0.57%,5000,132857,47440,16165,12.48,2.81,KOSPI
유한양행,61900,500,-0.80%,1000,220610,47439,360,54.68,3.67,KOSPI
현대오토에버,172700,3200,1.89%,500,143784,47361,1424,31.89,4.68,KOSPI
오리온,118600,100,-0.08%,500,23842,46890,4667,10.96,12.27,KOSPI
한국항공우주,46650,350,-0.74%,5000,213641,45472,1416,63.04,1.7,KOSPI
LG유플러스,10350,30,-0.29%,5000,554896,45189,10813,6.59,3.39,KOSPI
LG디스플레이,12600,450,-3.45%,5000,2135345,45085,-20850,-0.96,-8.66,KOSPI
미래에셋증권,7300,40,-0.54%,5000,318473,44188,8356,9.93,0.6,KOSPI
두산밥캣,43600,350,-0.80%,500,190096,43709,10716,4.42,7.23,KOSPI
현대건설,36850,450,-1.21%,5000,268452,41035,5749,12.62,2.32,KOSPI
GS,42950,200,0.47%,5000,66314,39907,50051,2.95,7.63,KOSPI
한온시스템,7260,20,0.28%,100,243528,38754,2566,51.13,0.31,KOSPI
한미약품,303000,1500,-0.49%,2500,12834,38063,1581,28.99,5.26,KOSPI
삼성카드,32650,400,-1.21%,5000,34321,37828,8489,6.34,2.19,KOSPI
코웨이,50300,200,-0.40%,500,44343,37121,6774,8.32,11.21,KOSPI
SKC,97000,800,-0.82%,5000,188486,36732,2203,-10.22,-0.39,KOSPI
금호석유,128200,1900,-1.46%,5000,40262,36598,11477,8.16,12.96,KOSPI
한진칼,53600,200,-0.37%,2500,51093,35785,145,14.27,17.2,KOSPI
삼성증권,38650,150,-0.39%,5000,59697,34514,5781,6.42,0.71,KOSPI
NH투자증권,10340,80,-0.77%,5000,176478,34294,5214,8.09,0.54,KOSPI
강원랜드,15750,50,0.32%,500,346906,33696,2176,12.19,2.89,KOSPI
F&F,87800,700,-0.79%,100,69528,33634,5249,6.87,32.66,KOSPI
한국금융지주,58000,600,-1.02%,5000,23182,32321,5458,4.75,0.76,KOSPI
현대미포조선,79500,500,-0.62%,5000,95636,31754,-1091,-17.35,-1.02,KOSPI
HD현대일렉트릭,86800,2700,3.21%,5000,323755,31289,1330,18.79,6.97,KOSPI
롯데지주,29300,0,0.00%,200,80182,30738,4898,-126.29,1.6,KOSPI
쌍용C&E,6060,20,0.33%,100,219542,30221,2209,13.12,3.44,KOSPI
한화시스템,15800,200,1.28%,5000,1194286,29849,240,11.51,-2.06,KOSPI
현대로템,25800,600,-2.27%,5000,922012,28159,1475,11.83,4.36,KOSPI
현대해상,31000,250,0.81%,500,229459,27714,8080,4.02,1.09,KOSPI
LS,85100,0,0.00%,5000,101529,27402,6709,8.25,3.43,KOSPI
GS리테일,25000,250,-0.99%,1000,93741,26179,2451,33.74,0.49,KOSPI
CJ,89500,900,1.02%,5000,70714,26113,21542,35.89,1.52,KOSPI
호텔신라,66500,800,-1.19%,5000,251766,26100,783,64.44,-1.79,KOSPI
농심,424500,1500,-0.35%,5000,13756,25821,1122,14.64,3.91,KOSPI
DB하이텍,56400,600,1.08%,5000,127653,25041,7687,9.05,30.43,KOSPI
한미사이언스,35700,500,-1.38%,500,72509,24975,676,24.14,6.7,KOSPI
한화생명,2820,10,0.36%,5000,639177,24493,7147,2.39,0.5,KOSPI
키움증권,92000,300,0.33%,5000,26350,24129,6564,3.91,1.09,KOSPI
휠라홀딩스,39000,50,0.13%,1000,27321,23693,4351,11.01,10.26,KOSPI
아모레G,28600,600,-2.05%,500,128171,23583,2719,28.8,1.9,KOSPI
제일기획,20050,100,-0.50%,200,163633,23066,3114,11.86,7.4,KOSPI
LS ELECTRIC,76800,2100,2.81%,5000,251026,23040,1875,12.78,2.98,KOSPI
BNK금융지주,7130,20,0.28%,5000,372832,22965,11589,3.07,0.65,KOSPI
에스원,59900,300,0.50%,500,18780,22762,2041,14.25,7.46,KOSPI
한전기술,59500,900,1.54%,200,71487,22741,139,57.88,2.36,KOSPI
BGF리테일,131100,0,0.00%,1000,43798,22659,2524,11.44,6.98,KOSPI
한국가스공사,24500,250,1.03%,5000,170463,22617,24634,2.85,2.82,KOSPI
팬오션,4220,60,-1.40%,1000,2924692,22559,7896,6.4,9.65,KOSPI
롯데쇼핑,79200,400,-0.50%,5000,22362,22405,3862,-32.22,-0.98,KOSPI
씨에스윈드,51900,900,-1.70%,500,196997,21887,421,55.04,-0.55,KOSPI
CJ대한통운,95800,500,-0.52%,5000,84439,21854,4118,11.66,2.11,KOSPI
이마트,77900,400,0.52%,5000,57185,21715,1357,15.8,3.13,KOSPI
JB금융지주,10830,0,0.00%,5000,184790,21333,8258,3.51,1.06,KOSPI
한솔케미칼,184300,400,0.22%,5000,32703,20891,1860,17.26,13.63,KOSPI
영원무역,46700,150,-0.32%,500,49929,20693,8230,3.3,18.44,KOSPI
KCC,227500,2500,1.11%,5000,31471,20217,4677,7.43,0.22,KOSPI
롯데에너지머티리얼즈,43800,300,-0.68%,500,77285,20197,848,-55.94,2.34,KOSPI
LIG넥스원,91500,2000,-2.14%,5000,160411,20130,1791,23.21,4.4,KOSPI
OCI홀딩스,100900,100,-0.10%,5000,25624,19991,9767,1.95,14.1,KOSPI
한올바이오파마,36500,500,-1.35%,500,359941,19068,15,314.66,0.12,KOSPI
한화,25400,50,0.20%,5000,94903,19040,25161,4.33,1.08,KOSPI
대우건설,4560,65,1.45%,5000,1171020,18952,7600,3.68,4.7,KOSPI
이수페타시스,29450,0,0.00%,1000,1698769,18626,1166,30.27,20.58,KOSPI
삼아알미늄,126300,7200,6.05%,500,116067,18581,226,233.03,6.68,KOSPI
효성중공업,196700,8000,4.24%,5000,75378,18341,1432,20.83,0.67,KOSPI
동서,18180,10,0.06%,500,28511,18125,392,9.14,10.57,KOSPI
현대엘리베이,45500,450,-0.98%,5000,61985,17787,430,5.12,2.61,KOSPI
효성첨단소재,395000,3500,0.89%,5000,8251,17696,3151,35.32,5.48,KOSPI
HL만도,36400,100,0.28%,1000,86472,17092,2481,478.95,2.05,KOSPI
효성티앤씨,393000,11500,3.01%,5000,19920,17008,1236,23.07,0.43,KOSPI
신세계,172400,1300,-0.75%,5000,39027,16973,6454,4.56,3.91,KOSPI
삼양식품,216500,1500,0.70%,5000,57771,16309,904,16.78,9.57,KOSPI
금호타이어,5590,70,-1.24%,5000,726250,16058,231,25.88,-1.71,KOSPI
하이트진로,22850,50,0.22%,5000,90210,16026,1906,94.03,2.49,KOSPI
오뚜기,397000,0,0.00%,5000,1840,15911,1857,5.32,9.02,KOSPI
현대위아,58400,1600,2.82%,5000,148738,15882,2121,-13.4,0.57,KOSPI
종근당,126200,700,0.56%,2500,215441,15861,1099,11.65,7.37,KOSPI
HD현대인프라코어,7920,30,0.38%,1000,1426088,15809,3325,5.12,4.82,KOSPI
KG모빌리티,8380,530,6.75%,5000,1255453,15667,-1120,38.26,-3.12,KOSPI
한전KPS,34400,200,0.58%,200,49480,15480,1306,10.5,6.7,KOSPI
에스엘,33250,650,1.99%,500,99480,15444,1979,5.67,6.03,KOSPI
롯데정밀화학,59200,600,1.02%,5000,42068,15274,4043,6.44,5.38,KOSPI
대한전선,12040,110,0.92%,1000,1270828,14983,482,32.9,1.44,KOSPI
동원산업,31850,700,-2.15%,1000,64173,14805,4944,7.33,4.32,KOSPI
LX세미콘,91000,1300,1.45%,500,62400,14801,3106,22.22,18.98,KOSPI
두산퓨얼셀,22550,1750,8.41%,100,1427507,14769,72,289.1,0.45,KOSPI
DL이앤씨,38150,600,1.60%,5000,174514,14762,4970,7.08,4.88,KOSPI
TCC스틸,55900,1400,2.57%,1000,303969,14653,440,-461.98,6.76,KOSPI
롯데칠성,157100,4500,2.95%,500,21633,14577,2229,11.78,3.6,KOSPI
SK가스,155900,6400,4.28%,5000,15798,14390,3905,3.4,4.69,KOSPI
두산,86700,1700,2.00%,5000,111289,14326,11260,-2.71,-2.22,KOSPI
GS건설,16670,240,-1.42%,5000,1088393,14266,5548,-5.67,2.75,KOSPI
효성,67500,800,1.20%,5000,21132,14223,649,-129.06,0.47,KOSPI
덴티움,128000,8200,6.84%,500,170208,14168,1257,19.61,13.84,KOSPI
DGB금융지주,8350,20,0.24%,5000,229637,14124,6072,3.32,0.49,KOSPI
솔루엠,28200,300,-1.05%,500,220898,14102,756,11.81,5.21,KOSPI
에스디바이오센서,11320,370,3.38%,500,255617,14091,11466,-1.76,28.87,KOSPI
코스모화학,36400,450,1.25%,1000,117022,13981,414,-95.79,4.23,KOSPI
녹십자,117500,500,0.43%,5000,30667,13732,813,738.99,2.78,KOSPI
SK네트웍스,5750,10,-0.17%,2500,180760,13557,1542,26.87,0.96,KOSPI
코스맥스,114700,500,-0.43%,500,71784,13018,531,37.04,-1.17,KOSPI
한국앤컴퍼니,13590,320,2.41%,500,97703,12902,2452,11.85,3.96,KOSPI
대웅제약,109000,2000,-1.80%,2500,16462,12629,958,27.23,2.63,KOSPI
롯데웰푸드,132200,1000,-0.75%,500,28935,12472,1124,18.2,1.3,KOSPI
대덕전자,25100,500,2.03%,500,282846,12404,2325,31.18,17.25,KOSPI
현대백화점,52400,400,-0.76%,5000,49500,12263,3209,10.7,1.77,KOSPI
한샘,51300,900,1.79%,1000,12798,12073,-217,-10.99,-6.08,KOSPI
코오롱인더,43600,150,0.35%,5000,32604,11998,2425,17.15,3.26,KOSPI
LX인터내셔널,30950,950,3.17%,5000,594641,11996,9655,5.46,10.77,KOSPI
SK케미칼,64700,200,-0.31%,5000,21955,11163,2305,9.92,5.86,KOSPI
코리안리,7890,170,2.20%,500,224096,11111,1925,3.83,1.12,KOSPI
한국콜마,48400,450,-0.92%,500,64364,11074,733,248.21,-0.15,KOSPI
후성,11650,60,0.52%,500,197084,10992,1054,101.3,14.51,KOSPI
SK리츠,4030,30,0.75%,500,267745,10886,225,237.06,0.13,KOSPI
영원무역홀딩스,79700,400,0.50%,500,21550,10868,10022,2.62,18.3,KOSPI
대한유화,162700,4900,3.11%,5000,30899,10576,-2146,-9.65,-6.38,KOSPI
풍산,36450,100,0.28%,5000,59662,10215,2316,6.37,5.36,KOSPI
명신산업,19260,190,-0.98%,500,159893,10106,1269,7.37,10.4,KOSPI
HD현대건설기계,50700,500,-0.98%,5000,267857,9988,1706,6.22,2.84,KOSPI
오리온홀딩스,15890,90,0.57%,500,26452,9954,3998,10.97,6.43,KOSPI
HDC현대산업개발,15070,350,2.38%,5000,432898,9932,1164,6.73,0.72,KOSPI
DL,47300,150,0.32%,5000,17009,9912,2875,-8.63,1.01,KOSPI
SK오션플랜트,16700,400,2.45%,500,265834,9886,719,18.96,2.86,KOSPI
롯데렌탈,26800,350,1.32%,5000,44216,9818,3084,7.02,1.37,KOSPI
세아베스틸지주,27100,1300,5.04%,5000,1111053,9719,1279,8.72,2.41,KOSPI
대웅,16600,250,-1.48%,500,70861,9652,2073,7.84,5.88,KOSPI
영풍,513000,3000,0.59%,5000,628,9450,689,4.27,7.3,KOSPI
동원시스템즈,31850,150,0.47%,5000,5476,9234,918,13.4,4.92,KOSPI
미래에셋생명,5210,160,-2.98%,5000,161635,9223,880,7.05,0.15,KOSPI
TKG휴켐스,21750,0,0.00%,1000,45479,8891,1171,7.48,8.65,KOSPI
PI첨단소재,30250,800,-2.58%,500,80660,8883,521,151.25,9.41,KOSPI
한세실업,22100,100,-0.45%,500,78477,8840,1796,9.45,6.98,KOSPI
하나투어,55000,100,0.18%,500,86109,8822,-1012,19.73,-14.58,KOSPI
한일시멘트,12700,80,0.63%,500,21714,8796,1180,6.02,3.63,KOSPI
율촌화학,35350,950,2.76%,500,66090,8767,-46,-93.52,-0.63,KOSPI
해성디에스,51400,400,0.78%,5000,51301,8738,2044,9.08,28.1,KOSPI
더존비즈온,28750,50,-0.17%,500,50613,8735,455,38.28,2.66,KOSPI
GKL,14120,50,0.36%,500,110962,8734,-139,26.29,-3.99,KOSPI
일진하이솔루스,23950,550,2.35%,500,33037,8697,28,244.39,2.05,KOSPI
아이에스동서,28050,300,1.08%,500,22607,8665,3451,4.09,5.65,KOSPI
제주항공,11070,330,-2.89%,1000,171114,8523,-1775,6.88,-11.87,KOSPI
더블유게임즈,46400,200,-0.43%,500,20535,8441,1839,-37.97,-16.89,KOSPI
DI동일,32400,0,0.00%,500,147031,8437,448,62.91,5.77,KOSPI
이노션,41950,100,-0.24%,500,27987,8390,1369,7.81,4,KOSPI
솔루스첨단소재,23850,100,-0.42%,100,34716,8374,-452,5.55,-3.82,KOSPI
KG스틸,8270,50,0.61%,5000,388190,8271,3404,1.58,18.37,KOSPI
제이알글로벌리츠,4160,10,0.24%,1000,97779,8211,328,30.81,1.32,KOSPI
넥센타이어,8330,40,-0.48%,500,74680,8136,-543,10.45,-0.71,KOSPI
드림텍,11810,320,-2.64%,100,422484,8104,967,94.48,10.91,KOSPI
세아제강지주,195000,2400,1.25%,5000,3530,8076,5672,2.55,11.63,KOSPI
다우기술,17980,200,1.12%,500,29103,8067,7187,1.71,1.42,KOSPI
아시아나항공,10830,0,0.00%,5000,102314,8059,5988,1.78,0.2,KOSPI
NHN,22900,100,0.44%,500,32752,8000,391,69.82,-1.05,KOSPI
미원상사,163900,600,0.37%,500,931,7949,770,14.53,18.33,KOSPI
ESR켄달스퀘어리츠,3700,65,1.79%,1000,300757,7884,261,20,1.21,KOSPI
롯데관광개발,10350,110,-1.05%,500,339659,7837,-1187,-3.42,-14.47,KOSPI
SK디스커버리,40800,250,0.62%,5000,22965,7767,3622,3.15,5.72,KOSPI
한국단자,74500,400,0.54%,500,29580,7759,643,12.11,4.03,KOSPI
롯데리츠,3190,40,-1.24%,500,135190,7751,348,132.92,0.25,KOSPI
동양생명,4750,30,-0.63%,5000,89344,7665,1299,4.69,0.2,KOSPI
세방전지,53900,200,0.37%,500,20167,7546,811,9.25,2.54,KOSPI
대신증권,14550,20,0.14%,5000,20009,7388,2535,15.75,0.53,KOSPI
롯데손해보험,2360,15,-0.63%,1000,615159,7324,-765,295,-0.34,KOSPI
녹십자홀딩스,15190,30,-0.20%,500,24311,7144,712,-134.42,1.66,KOSPI
대상,20400,0,0.00%,1000,25744,7068,1400,8.7,2.71,KOSPI
DN오토모티브,70700,100,-0.14%,500,6464,7066,4215,3.22,6.09,KOSPI
비에이치,20350,250,-1.21%,500,212519,7014,1313,7.64,15.62,KOSPI
경동나비엔,47750,200,0.42%,1000,55406,6956,598,13,5.49,KOSPI
CJ CGV,5680,80,1.43%,500,1389554,6954,-768,-10.7,-5.81,KOSPI
보령,10100,470,-4.45%,500,496510,6938,566,24.51,4.87,KOSPI
신풍제약,13010,30,-0.23%,500,75499,6893,-340,-17.49,-9.29,KOSPI
JW중외제약,30100,650,-2.11%,2500,171085,6873,630,29.31,4.74,KOSPI
태광산업,611000,1000,-0.16%,5000,655,6803,-1221,1.98,6.96,KOSPI
미원에스씨,134900,1100,-0.81%,500,1506,6745,809,51.59,14.19,KOSPI
KCC글라스,41200,100,-0.24%,1000,20644,6580,1192,7.56,4.6,KOSPI
HSD엔진,9190,10,-0.11%,1000,380958,6575,-295,-218.81,-4.6,KOSPI
SK디앤디,29300,500,-1.68%,1000,201074,6502,643,5.38,3.65,KOSPI
SNT모티브,44000,300,0.69%,5000,23648,6434,1119,6.76,7.37,KOSPI
F&F홀딩스,16250,130,-0.79%,500,13395,6356,4862,4.28,12.34,KOSPI
진에어,12050,170,-1.39%,1000,54785,6290,-673,4.4,-7.2,KOSPI
한국카본,12110,30,0.25%,500,72141,6286,248,41.05,3.74,KOSPI
현대지에프홀딩스,3815,5,0.13%,500,82393,6196,600,0.34,1.35,KOSPI
프레스티지바이오파마,10090,80,-0.79%,0,45936,6064,-696,34.55,-0.46,KOSPI
동원F&B,31200,300,-0.95%,1000,13666,6020,1287,5.12,4.53,KOSPI
신세계인터내셔날,16750,160,-0.95%,1000,29570,5980,1153,8.21,9.75,KOSPI
한화투자증권,2785,20,-0.71%,5000,653318,5975,344,-15.82,-0.46,KOSPI
쿠쿠홀딩스,16750,50,-0.30%,100,10409,5957,879,5.7,10.6,KOSPI
애경케미칼,12200,0,0.00%,500,472768,5935,951,34.96,4.79,KOSPI
동아쏘시오홀딩스,93100,1100,1.20%,5000,4929,5911,379,16.47,0.46,KOSPI
삼양홀딩스,68700,100,0.15%,5000,2112,5884,1323,3.46,2.35,KOSPI
신한알파리츠,6490,80,1.25%,1000,187611,5718,305,33.8,0.57,KOSPI
빙그레,57900,500,0.87%,5000,20703,5704,394,6.38,3.36,KOSPI
교보증권,4985,5,-0.10%,5000,15735,5681,517,6.75,0.35,KOSPI
NICE평가정보,9240,310,3.47%,500,146177,5610,716,10.85,11.51,KOSPI
자화전자,25200,700,2.86%,500,88937,5572,-117,-6.97,-8.09,KOSPI
대한해운,1730,30,-1.70%,500,1000632,5522,2677,7.9,4.13,KOSPI
케이씨텍,26400,2550,10.69%,500,631453,5507,603,16.9,11.83,KOSPI
신영증권,58400,100,0.17%,5000,790,5482,1156,5.8,0.91,KOSPI
SPC삼립,63400,200,0.32%,5000,3705,5471,895,10.72,4.23,KOSPI
화승엔터프라이즈,8710,50,-0.57%,500,131187,5277,528,-10.65,-0.54,KOSPI
일진전기,14100,1380,10.85%,1000,1649315,5228,315,12.95,2.89,KOSPI
엠씨넥스,29050,350,1.22%,500,107497,5223,107,36.87,4.32,KOSPI
케이카,10770,170,1.60%,500,105179,5179,500,17.95,5.6,KOSPI
유니드,76500,2700,3.66%,5000,34031,5177,1479,-52.58,8.94,KOSPI
현대홈쇼핑,42850,250,-0.58%,5000,22892,5142,1106,4.69,3.21,KOSPI
유안타증권,2560,25,0.99%,5000,96228,5110,433,12.25,0.32,KOSPI
애경산업,19180,40,-0.21%,1000,21015,5065,390,14.53,3.65,KOSPI
쿠쿠홈시스,22550,50,-0.22%,100,18822,5060,1199,6.28,11.77,KOSPI
흥아해운,2100,155,-6.87%,500,6964434,5049,297,15.56,8.44,KOSPI
삼부토건,2470,10,0.41%,1000,2101025,5045,-630,-4.84,-14.25,KOSPI
동아에스티,58300,300,-0.51%,5000,12234,5023,167,94.95,1.12,KOSPI
쏘카,15210,140,0.93%,100,92095,4987,95,-16.84,-3.56,KOSPI
SK렌터카,10410,10,-0.10%,500,846,4922,951,26.62,0.67,KOSPI
NICE,12950,50,-0.38%,500,11770,4906,1452,16.15,2.14,KOSPI
코람코라이프인프라리츠,5460,30,-0.55%,500,32688,4834,254,19.43,1.07,KOSPI
고려제강,19300,150,-0.77%,1000,21830,4825,1335,20.66,3.69,KOSPI
일동제약,17190,70,-0.41%,1000,138732,4758,-735,-3.44,-20.83,KOSPI
한화손해보험,4060,5,0.12%,5000,120024,4740,2457,1.96,1.08,KOSPI
서연이화,17500,1100,6.71%,500,802663,4730,1507,5.28,3.25,KOSPI
한섬,19090,50,-0.26%,500,55902,4702,1683,4.68,7.45,KOSPI
SBS,25650,350,-1.35%,5000,32809,4682,1856,6.75,10.91,KOSPI
부광약품,6520,460,7.59%,500,7824432,4633,-2,-23.45,-1.06,KOSPI
티웨이항공,2300,15,-0.65%,500,400439,4618,-1039,4.96,-13.35,KOSPI
SNT다이내믹스,13800,390,-2.75%,2500,208008,4589,258,17.08,2.54,KOSPI
KG케미칼,6700,70,1.06%,1000,234331,4587,5011,2.61,16.06,KOSPI
삼양사,44150,350,0.80%,5000,4091,4553,820,4.71,2.86,KOSPI
송원산업,18670,200,-1.06%,500,65999,4481,1851,11.09,11.31,KOSPI
화신,12670,700,5.85%,500,1549886,4424,874,7.4,7.91,KOSPI
롯데정보통신,28300,100,0.35%,5000,27625,4357,343,9.45,3.5,KOSPI
세아홀딩스,108600,100,0.09%,5000,20,4344,1961,4.15,2.72,KOSPI
E1,63200,100,0.16%,5000,21198,4336,2787,1.62,3.39,KOSPI
엘브이엠씨홀딩스,2525,5,0.20%,0,886821,4333,-144,-6.19,-5.98,KOSPI
바이오노트,4235,35,0.83%,500,62782,4322,2954,-2.72,19,KOSPI
한국자산신탁,3375,20,0.60%,500,58198,4184,1469,3.07,8.24,KOSPI
LS전선아시아,13600,1480,12.21%,500,6979173,4165,275,-48.23,-1.82,KOSPI
아세아시멘트,10590,130,-1.21%,500,77114,4126,1180,4.66,3.14,KOSPI
SGC에너지,28450,850,3.08%,5000,45683,4099,2094,4.91,5.26,KOSPI
HDC,6850,150,-2.14%,5000,100841,4092,1585,5.04,0.33,KOSPI
유나이티드제약,25100,50,-0.20%,500,16982,4077,482,9.97,11.35,KOSPI
LF,13760,90,0.66%,5000,22028,4023,1852,4.03,6.92,KOSPI
신성이엔지,1949,23,1.19%,500,760179,4012,210,10.26,6.5,KOSPI
풀무원,10480,20,-0.19%,500,9716,3995,263,-15.95,-1.84,KOSPI
영진약품,2170,25,-1.14%,500,284934,3969,-74,-20.09,-11.06,KOSPI
LX하우시스,44200,350,0.80%,5000,23349,3964,149,-38.81,-4.68,KOSPI
삼천리,97500,200,-0.20%,5000,7987,3954,912,4.81,1.44,KOSPI
파미셀,6570,0,0.00%,500,144344,3943,89,177.57,10.52,KOSPI
삼화콘덴서,37600,0,0.00%,1000,47278,3909,305,15.4,10.54,KOSPI
유진투자증권,4025,5,0.12%,5000,741382,3899,181,34.7,0.18,KOSPI
세아제강,132900,400,0.30%,5000,2835,3769,2152,2.24,11.83,KOSPI
광동제약,7050,110,-1.54%,1000,237455,3696,382,9.58,2.94,KOSPI
KB스타리츠,3635,15,-0.41%,500,30687,3686,-214,-6.66,-5.42,KOSPI
코리아써키트,15490,10,-0.06%,500,79417,3659,992,-24.09,7.27,KOSPI
남해화학,7350,40,0.55%,1000,47148,3651,626,-22.62,5.81,KOSPI
국도화학,40150,250,0.63%,5000,8868,3618,969,-371.76,5.04,KOSPI
아세아제지,40250,550,1.39%,5000,19936,3605,1094,4.31,9.42,KOSPI
